image_name,label
thirdbatch_cropped_back_29.jpg,15.9
thirdbatch_cropped_back_30.jpg,14.1
thirdbatch_cropped_back_31.jpg,16.0
thirdbatch_cropped_back_32.jpg,13.5
thirdbatch_cropped_back_33.jpg,13.6
thirdbatch_cropped_back_34.jpg,13.2
thirdbatch_cropped_back_35.jpg,15.1
thirdbatch_cropped_back_36.jpg,13.8
thirdbatch_cropped_back_37.jpg,14.4
thirdbatch_cropped_back_38.jpg,14.7
thirdbatch_cropped_back_39.jpg,14.0
thirdbatch_cropped_back_40.jpg,14.2
thirdbatch_cropped_back_41.jpg,13.6
thirdbatch_cropped_back_42.jpg,13.5
thirdbatch_cropped_back_43.jpg,14.2
thirdbatch_cropped_back_44.jpg,13.3
thirdbatch_cropped_back_45.jpg,13.6
thirdbatch_cropped_back_46.jpg,13.8
thirdbatch_cropped_back_47.jpg,15.1
thirdbatch_cropped_back_48.jpg,15.6
thirdbatch_cropped_back_49.jpg,13.7
thirdbatch_cropped_back_50.jpg,14.8
thirdbatch_cropped_back_51.jpg,14.3
thirdbatch_cropped_back_52.jpg,13.8
thirdbatch_cropped_back_53.jpg,12.8
thirdbatch_cropped_back_54.jpg,13.4
thirdbatch_cropped_back_55.jpg,14.5
thirdbatch_cropped_back_56.jpg,14.3
thirdbatch_cropped_back_57.jpg,14.1
thirdbatch_cropped_back_58.jpg,15.4
thirdbatch_cropped_back_59.jpg,15.1
thirdbatch_cropped_back_60.jpg,15.0
thirdbatch_cropped_back_61.jpg,14.5
thirdbatch_cropped_back_62.jpg,14.3
thirdbatch_cropped_back_63.jpg,13.5
thirdbatch_cropped_back_64.jpg,14.6
thirdbatch_cropped_back_65.jpg,15.4
thirdbatch_cropped_back_66.jpg,13.1
thirdbatch_cropped_back_67.jpg,14.2
thirdbatch_cropped_back_68.jpg,14.7
thirdbatch_cropped_back_69.jpg,14.7
thirdbatch_cropped_back_70.jpg,14.4
thirdbatch_cropped_back_71.jpg,13.7
thirdbatch_cropped_back_72.jpg,13.8
thirdbatch_cropped_back_73.jpg,13.6
thirdbatch_cropped_back_74.jpg,13.7
thirdbatch_cropped_back_75.jpg,13.7
thirdbatch_cropped_back_76.jpg,13.6
thirdbatch_cropped_back_77.jpg,14.2
thirdbatch_cropped_back_78.jpg,13.2
thirdbatch_cropped_back_79.jpg,15.2
thirdbatch_cropped_back_80.jpg,14.0
thirdbatch_cropped_back_81.jpg,15.1
thirdbatch_cropped_back_82.jpg,14.3
thirdbatch_cropped_back_83.jpg,14.0
thirdbatch_cropped_back_84.jpg,13.5
thirdbatch_cropped_back_85.jpg,13.9
thirdbatch_cropped_back_86.jpg,14.2
thirdbatch_cropped_back_87.jpg,13.2
thirdbatch_cropped_back_88.jpg,13.2
thirdbatch_cropped_back_89.jpg,13.6
thirdbatch_cropped_back_90.jpg,15.4
thirdbatch_cropped_back_91.jpg,14.8
thirdbatch_cropped_back_92.jpg,14.9
thirdbatch_cropped_back_93.jpg,15.9
thirdbatch_cropped_back_94.jpg,14.1
thirdbatch_cropped_back_95.jpg,15.7
thirdbatch_cropped_back_96.jpg,15.1
thirdbatch_cropped_back_97.jpg,13.6
thirdbatch_cropped_back_98.jpg,14.7
thirdbatch_cropped_back_99.jpg,13.3
thirdbatch_cropped_back_100.jpg,13.5
thirdbatch_cropped_back_101.jpg,13.3
thirdbatch_cropped_back_102.jpg,14.1
thirdbatch_cropped_back_103.jpg,13.4
thirdbatch_cropped_back_104.jpg,13.5
thirdbatch_cropped_back_105.jpg,14.9
thirdbatch_cropped_back_106.jpg,13.4
thirdbatch_cropped_back_107.jpg,13.2
thirdbatch_cropped_back_108.jpg,13.2
thirdbatch_cropped_back_109.jpg,14.2
thirdbatch_cropped_back_110.jpg,14.8
thirdbatch_cropped_back_111.jpg,14.9
thirdbatch_cropped_back_112.jpg,13.6
thirdbatch_cropped_back_113.jpg,14.1
thirdbatch_cropped_back_114.jpg,14.2
thirdbatch_cropped_back_115.jpg,15.1
thirdbatch_cropped_back_116.jpg,14.2
thirdbatch_cropped_back_117.jpg,13.7
thirdbatch_cropped_back_118.jpg,14.7
thirdbatch_cropped_back_119.jpg,13.2
thirdbatch_cropped_back_120.jpg,13.1
thirdbatch_cropped_back_121.jpg,15.4
thirdbatch_cropped_back_122.jpg,13.6
thirdbatch_cropped_back_123.jpg,15.1
thirdbatch_cropped_back_124.jpg,13.3
thirdbatch_cropped_back_125.jpg,13.4
